user_id,rank,game_title,score
622362,1,Left 4 Dead 2,1.772104851996485
622362,2,Counter-Strike Condition Zero,1.7708356805573722
622362,3,Garry's Mod,1.6850180324495967
622362,4,Portal 2,1.6329928904870452
622362,5,Counter-Strike Source,1.5771401671474812
635733,1,Counter-Strike Condition Zero,0.16876330811785925
635733,2,Counter-Strike Condition Zero Deleted Scenes,0.119693132112091
635733,3,Day of Defeat,0.10312640383560001
635733,4,Counter-Strike Source,0.08425326406664288
635733,5,Half-Life,0.07624292476280228
683019,1,Day of Defeat Source,0.8462723906146383
683019,2,Half-Life 2,0.8415093541469695
683019,3,Portal 2,0.8176764491352431
683019,4,Portal,0.7937270873049366
683019,5,Half-Life 2 Deathmatch,0.7106706256956464
714122,1,Day of Defeat Source,0.264084143610662
714122,2,Half-Life 2,0.250017333184958
714122,3,Portal 2,0.2355612406028283
714122,4,Portal,0.23333584375448438
714122,5,Counter-Strike Condition Zero,0.2274810129149809
748719,1,Arma 2,3.6014448929503535
748719,2,Portal 2,3.4479472224642604
748719,3,BioShock Infinite,3.324665708939401
748719,4,Metro 2033,3.208752566821362
748719,5,Just Cause 2,3.181874163117746
861238,1,Half-Life,0.2672764576893166
861238,2,Counter-Strike Condition Zero,0.2502515962952657
861238,3,Half-Life Blue Shift,0.22325463888426492
861238,4,Half-Life Opposing Force,0.20395924216665973
861238,5,Counter-Strike Source,0.20367440313999363
871990,1,Counter-Strike Condition Zero,0.542114704116038
871990,2,Counter-Strike Condition Zero Deleted Scenes,0.38749731204034765
871990,3,Counter-Strike Source,0.2636284172206101
871990,4,Half-Life,0.2504001720355708
871990,5,Deathmatch Classic,0.2308273169536933
937567,1,Half-Life 2 Deathmatch,0.3176468251612614
937567,2,Half-Life 2 Lost Coast,0.20354223647190212
937567,3,Zombie Panic Source,0.19501877091648595
937567,4,Counter-Strike Source,0.19314350594304983
937567,5,Counter-Strike,0.17074884265642964
948368,1,Counter-Strike Condition Zero,0.6721597130259481
948368,2,Counter-Strike Condition Zero Deleted Scenes,0.4851535512463436
948368,3,Day of Defeat,0.4215370012257744
948368,4,Counter-Strike Source,0.3849150693678455
948368,5,Half-Life,0.36051624588885395
975449,1,Bastion,41.367153707938854
975449,2,Just Cause 2,36.885420445153095
975449,3,Dishonored,36.81302837239328
975449,4,BioShock Infinite,35.65083602362913
975449,5,Trine 2,35.549515571881614
976129,1,Counter-Strike Condition Zero,0.14558958423472665
976129,2,Counter-Strike Condition Zero Deleted Scenes,0.10325747660612157
976129,3,Day of Defeat,0.08896560766373521
976129,4,Counter-Strike Source,0.07268403198943389
976129,5,Half-Life,0.06577363196331693
994489,1,Team Fortress 2,0.4265191738752046
994489,2,Left 4 Dead 2,0.3785938096631334
994489,3,Unturned,0.36988689808131014
994489,4,Garry's Mod,0.33101495004954196
994489,5,Counter-Strike Global Offensive,0.31834438297643647
1024319,1,Deathmatch Classic,0.7801169423640342
1024319,2,Counter-Strike Condition Zero,0.625659649950321
1024319,3,Counter-Strike,0.5644727641582328
1024319,4,Counter-Strike Condition Zero Deleted Scenes,0.4862080978538304
1024319,5,Ricochet,0.4814986542178758
1072465,1,Counter-Strike Condition Zero Deleted Scenes,2.0458442795142258
1072465,2,Deathmatch Classic,1.3841994674256315
1072465,3,Day of Defeat Source,0.9701218306629477
1072465,4,Counter-Strike Source,0.9264272178596857
1072465,5,Ricochet,0.9221718628491545
1129452,1,Half-Life 2 Lost Coast,5.108469244924979
1129452,2,Portal 2,4.032300896448898
1129452,3,Half-Life Source,3.706729889492781
1129452,4,Alien Swarm,3.561275875759177
1129452,5,Metro 2033,3.4524345563567658
1135775,1,Counter-Strike Condition Zero,0.29907109265018134
1135775,2,Counter-Strike Condition Zero Deleted Scenes,0.21211219549267296
1135775,3,Day of Defeat,0.1827537432168462
1135775,4,Counter-Strike Source,0.14930802213332897
1135775,5,Half-Life,0.13511263241967603
1268792,1,Counter-Strike Condition Zero,0.14558958423472665
1268792,2,Counter-Strike Condition Zero Deleted Scenes,0.10325747660612157
1268792,3,Day of Defeat,0.08896560766373521
1268792,4,Counter-Strike Source,0.07268403198943389
1268792,5,Half-Life,0.06577363196331693
1364546,1,Portal,0.19575354179941054
1364546,2,Metro 2033,0.16466676270254565
1364546,3,Magicka,0.16346563108391068
1364546,4,Audiosurf,0.1608015337022294
1364546,5,Half-Life 2,0.15502412925664283
1612666,1,Dishonored,7.902215793125194
1612666,2,Portal 2,7.585494224281265
1612666,3,Just Cause 2,7.46613789106321
1612666,4,Saints Row The Third,7.241643357513345
1612666,5,Metro 2033,7.0015461006682145
1699101,1,Counter-Strike Condition Zero,0.14558958423472665
1699101,2,Counter-Strike Condition Zero Deleted Scenes,0.10325747660612157
1699101,3,Day of Defeat,0.08896560766373521
1699101,4,Counter-Strike Source,0.07268403198943389
1699101,5,Half-Life,0.06577363196331693
1713646,1,Half-Life 2 Lost Coast,0.23726888425810058
1713646,2,Day of Defeat Source,0.2140436097155241
1713646,3,Half-Life 2,0.1243527205281401
1713646,4,Zombie Panic Source,0.1205109654700404
1713646,5,Half-Life 2 Episode One,0.12024478499284207
1834453,1,Call of Duty Black Ops,2.018145699339086
1834453,2,Call of Duty Modern Warfare 2,0.651390022909019
1834453,3,Call of Duty Modern Warfare 3,0.5665840045664496
1834453,4,Call of Duty Modern Warfare 3 - Multiplayer,0.4939769985973875
1834453,5,Call of Duty Black Ops II,0.4350436606962452
1936551,1,Bastion,20.19173971076231
1936551,2,Monaco,17.48948063067842
1936551,3,The Walking Dead,17.475020122671737
1936551,4,Dishonored,17.095090900276496
1936551,5,Super Meat Boy,16.756075028809992
1950243,1,Magicka,10.23473561262989
1950243,2,Left 4 Dead 2,10.124362858550388
1950243,3,Just Cause 2,10.004920701578522
1950243,4,Metro 2033,9.91358677319859
1950243,5,Saints Row The Third,9.684762711400552
2039434,1,Half-Life 2 Lost Coast,0.8504413225488352
2039434,2,Half-Life 2 Episode One,0.6944975739541474
2039434,3,Zombie Panic Source,0.6857776660005674
2039434,4,Half-Life 2 Episode Two,0.6580825370737988
2039434,5,Half-Life 2,0.6540122334059066
2083767,1,Portal 2,7.329282193766534
2083767,2,Just Cause 2,7.137646493117637
2083767,3,Trine 2,7.132872347323401
2083767,4,The Binding of Isaac,7.027263142624754
2083767,5,Bastion,6.921036931365954
2110581,1,Left 4 Dead 2,5.429409276933823
2110581,2,Metro 2033,5.074991430694962
2110581,3,Mirror's Edge,4.978454553034173
2110581,4,Killing Floor,4.94320624637625
2110581,5,Saints Row The Third,4.860342292257488
2184507,1,Counter-Strike Condition Zero,0.8087278819441109
2184507,2,Counter-Strike Condition Zero Deleted Scenes,0.5884533586356441
2184507,3,Half-Life,0.4136593447843638
2184507,4,Deathmatch Classic,0.4024936250873863
2184507,5,Day of Defeat Source,0.39395002480551466
2259650,1,Metro 2033,15.383492311900865
2259650,2,Just Cause 2,15.037056922544926
2259650,3,Deus Ex Human Revolution,14.8177152771451
2259650,4,The Walking Dead,14.756899668371931
2259650,5,Bastion,14.53176528180743
2428602,1,Counter-Strike Condition Zero,0.3143528923525859
2428602,2,Counter-Strike Condition Zero Deleted Scenes,0.22295060871821254
2428602,3,Day of Defeat,0.1920920114993352
2428602,4,Counter-Strike Source,0.15693729605607676
2428602,5,Half-Life,0.14201655672611918
2531540,1,Serious Sam 3 BFE,0.9779808903235203
2531540,2,Portal,0.9069610056682729
2531540,3,Half-Life 2 Episode Two,0.8892225458849123
2531540,4,Zombie Driver,0.7946748808531604
2531540,5,Portal 2,0.7837440449895857
2613043,1,Counter-Strike Condition Zero,0.06546585420015694
2613043,2,Counter-Strike Condition Zero Deleted Scenes,0.04643078654358905
2613043,3,Day of Defeat,0.040004300656236357
2613043,4,Counter-Strike Source,0.03268312266918918
2613043,5,Half-Life,0.02957579021163397
2643609,1,Portal,3.987156684851559
2643609,2,Just Cause 2,3.8460462571214338
2643609,3,Saints Row The Third,3.672789758436673
2643609,4,BioShock Infinite,3.5387684818840985
2643609,5,Borderlands 2,3.5216951597012383
2753525,1,Magicka,13.7371630018405
2753525,2,Just Cause 2,13.37629633051381
2753525,3,Saints Row The Third,13.003788397543243
2753525,4,Metro 2033,12.777730370991405
2753525,5,BioShock Infinite,12.590064311039939
3238976,1,Counter-Strike Condition Zero,0.6721044431573165
3238976,2,Counter-Strike Condition Zero Deleted Scenes,0.47668113883955604
3238976,3,Day of Defeat,0.41070369500186177
3238976,4,Counter-Strike Source,0.3355409049587411
3238976,5,Half-Life,0.30363951183394483
3244702,1,Counter-Strike Condition Zero,0.6725726884456811
3244702,2,Counter-Strike Condition Zero Deleted Scenes,0.4953886406618111
3244702,3,Day of Defeat Source,0.43653860221532836
3244702,4,Day of Defeat,0.4313092608021323
3244702,5,Half-Life,0.40100452916293805
3249166,1,Counter-Strike Condition Zero,1.1411377368444426
3249166,2,Counter-Strike Condition Zero Deleted Scenes,0.8093367653046157
3249166,3,Day of Defeat,0.6973164510361307
3249166,4,Counter-Strike Source,0.5697007255369843
3249166,5,Half-Life,0.5155366980212579
3347312,1,Counter-Strike Condition Zero,0.2110554384348836
3347312,2,Counter-Strike Condition Zero Deleted Scenes,0.14968826314971062
3347312,3,Day of Defeat,0.12896990831997157
3347312,4,Counter-Strike Source,0.10536715465862308
3347312,5,Half-Life,0.09534942217495089
3449240,1,Magicka,11.154902451506217
3449240,2,The Binding of Isaac,10.325848298599094
3449240,3,Killing Floor,10.3140466866897
3449240,4,Hotline Miami,10.233381339111762
3449240,5,Bastion,10.0154044400536
3450426,1,Half-Life Opposing Force,0.5440784673800166
3450426,2,Team Fortress Classic,0.3874207967862354
3450426,3,Half-Life 2 Episode Two,0.36755585694522397
3450426,4,Portal,0.3495930685136931
3450426,5,Half-Life 2,0.3456485437437829
3498717,1,Day of Defeat Source,0.04211576455704122
3498717,2,Half-Life 2,0.04019734308678613
3498717,3,Portal 2,0.03917238572131161
3498717,4,Portal,0.03796404144281843
3498717,5,Killing Floor,0.035316237179345004
3527485,1,Metro 2033,3.9384424766959145
3527485,2,Killing Floor,3.8821799612560794
3527485,3,Half-Life 2 Episode Two,3.8214144935609786
3527485,4,Just Cause 2,3.7830263465141396
3527485,5,BioShock Infinite,3.677467434331983
3663009,1,Day of Defeat Source,0.14826643445463844
3663009,2,Half-Life 2,0.1415127279941821
3663009,3,Portal 2,0.13790441705301174
3663009,4,Portal,0.13365050169257234
3663009,5,Killing Floor,0.1243290397315224
3747293,1,Day of Defeat Source,0.5101051511005333
3747293,2,Half-Life 2,0.48686927531265406
3747293,3,Portal 2,0.4744550157762075
3747293,4,Portal,0.4598195782566677
3747293,5,Killing Floor,0.4277494352090583
3783783,1,Call of Duty Black Ops - Multiplayer,2.7184955215006656
3783783,2,Call of Duty Modern Warfare 2,1.7583095836139362
3783783,3,Portal,1.6906581302129906
3783783,4,Left 4 Dead 2,1.683772795380715
3783783,5,Portal 2,1.6375493679933455
3897969,1,Counter-Strike Condition Zero,0.06546585420015694
3897969,2,Counter-Strike Condition Zero Deleted Scenes,0.04643078654358905
3897969,3,Day of Defeat,0.040004300656236357
3897969,4,Counter-Strike Source,0.03268312266918918
3897969,5,Half-Life,0.02957579021163397
3979930,1,Arma 2 DayZ Mod,3.8521684536446226
3979930,2,Just Cause 2,3.738457922975895
3979930,3,Portal 2,3.728543820995939
3979930,4,Dishonored,3.586988482700205
3979930,5,FTL Faster Than Light,3.4696418240871285
4064412,1,Half-Life Opposing Force,0.274359233828772
4064412,2,Half-Life,0.2313029661437891
4064412,3,Garry's Mod,0.21776992260519104
4064412,4,Half-Life 2,0.20892087635253437
4064412,5,Portal 2,0.20754143307809308
4156158,1,Counter-Strike Condition Zero,0.8510789065559059
4156158,2,Counter-Strike Condition Zero Deleted Scenes,0.6036163970492224
4156158,3,Day of Defeat,0.5200698421492792
4156158,4,Counter-Strike Source,0.42489197832935915
4156158,5,Half-Life,0.3844955740879031
4325465,1,Counter-Strike Condition Zero,0.16876330811785925
4325465,2,Counter-Strike Condition Zero Deleted Scenes,0.119693132112091
4325465,3,Day of Defeat,0.10312640383560001
4325465,4,Counter-Strike Source,0.08425326406664288
4325465,5,Half-Life,0.07624292476280228
4595423,1,Portal,1.430112235168683
4595423,2,Left 4 Dead 2,1.41899212054326
4595423,3,Portal 2,1.396489293988493
4595423,4,Half-Life 2,1.3079423434987536
4595423,5,Magicka,1.196361927398944
4603800,1,Counter-Strike Condition Zero,0.34309367497031784
4603800,2,Counter-Strike Condition Zero Deleted Scenes,0.2433346266024
4603800,3,Day of Defeat,0.2096546771512641
4603800,4,Counter-Strike Source,0.1712858222516088
4603800,5,Half-Life,0.15500090356777665
4677023,1,Counter-Strike Condition Zero,0.4793562907677587
4677023,2,Counter-Strike Condition Zero Deleted Scenes,0.33997707487197276
4677023,3,Day of Defeat,0.2929208426533554
4677023,4,Counter-Strike Source,0.2393134656963296
4677023,5,Half-Life,0.21656085092891458
4812175,1,Counter-Strike Condition Zero,0.6076484366995546
4812175,2,Counter-Strike Condition Zero Deleted Scenes,0.4392472392307444
4812175,3,Day of Defeat,0.38726102700096326
4812175,4,Counter-Strike Source,0.32571033099827634
4812175,5,Half-Life Blue Shift,0.284126796202257
4824107,1,Left 4 Dead 2,3.199282975100879
4824107,2,Magicka,3.1981592263281176
4824107,3,Just Cause 2,2.983215276753362
4824107,4,Killing Floor,2.9671588480065787
4824107,5,The Binding of Isaac,2.948108667425923
4834220,1,Call of Duty Black Ops II - Zombies,4.23553146404111
4834220,2,Call of Duty Black Ops - Multiplayer,3.9050870040225556
4834220,3,Call of Duty Black Ops II - Multiplayer,3.709884289102566
4834220,4,Call of Duty Modern Warfare 2 - Multiplayer,3.584810600518969
4834220,5,Left 4 Dead 2,3.040273761049459
4877411,1,Counter-Strike Condition Zero,1.8112540857190784
4877411,2,Day of Defeat,1.0718971025299397
4877411,3,Day of Defeat Source,0.8956595112168525
4877411,4,Half-Life,0.8947884023731584
4877411,5,Portal 2,0.8356264415492541
4897767,1,Counter-Strike Condition Zero,0.34309367497031784
4897767,2,Counter-Strike Condition Zero Deleted Scenes,0.2433346266024
4897767,3,Day of Defeat,0.2096546771512641
4897767,4,Counter-Strike Source,0.1712858222516088
4897767,5,Half-Life,0.15500090356777665
5217749,1,Counter-Strike Condition Zero,0.8862157987242141
5217749,2,Counter-Strike Condition Zero Deleted Scenes,0.6285367705783578
5217749,3,Day of Defeat,0.5415409863908125
5217749,4,Counter-Strike Source,0.44243369333455546
5217749,5,Half-Life,0.4003695188207008
5220782,1,Call of Duty Modern Warfare 2,2.0293196857464895
5220782,2,Call of Duty Modern Warfare 3,1.542397888355039
5220782,3,Portal,1.5245424609601548
5220782,4,Portal 2,1.4925114961450556
5220782,5,Left 4 Dead 2,1.3901434976953968
5232588,1,Counter-Strike Condition Zero,0.8180053108269242
5232588,2,Counter-Strike Condition Zero Deleted Scenes,0.6026310083992997
5232588,3,Deathmatch Classic,0.41991331683855326
5232588,4,Half-Life,0.3936255368850759
5232588,5,Counter-Strike Source,0.39241722830383224
5270060,1,Portal 2,0.963635107990102
5270060,2,Half-Life 2,0.918276480105903
5270060,3,Portal,0.8814863154779953
5270060,4,Day of Defeat Source,0.8500546506447525
5270060,5,Left 4 Dead 2,0.8469515497815112
5307960,1,Counter-Strike Condition Zero,0.5988203122170925
5307960,2,Counter-Strike Condition Zero Deleted Scenes,0.42470534348348155
5307960,3,Day of Defeat,0.36592187028908374
5307960,4,Counter-Strike Source,0.2989545918266882
5307960,5,Half-Life,0.2705316251499461
5387470,1,Portal 2,2.979536295953109
5387470,2,Left 4 Dead 2,2.9054487157383737
5387470,3,Just Cause 2,2.7662774292209797
5387470,4,Portal,2.744782807370636
5387470,5,Magicka,2.7313938931389834
5600822,1,Day of Defeat Source,0.4684965155616197
5600822,2,Half-Life 2,0.44715596093448434
5600822,3,Portal 2,0.43575431693313493
5600822,4,Portal,0.4223126736428619
5600822,5,Killing Floor,0.3928584518241793
5689496,1,Day of Defeat Source,0.5517974560064873
5689496,2,Half-Life 2,0.526662447822052
5689496,3,Portal 2,0.5132335365169289
5689496,4,Portal,0.49740190420856906
5689496,5,Killing Floor,0.4627105796664505
5759284,1,Counter-Strike Condition Zero,0.864257196459891
5759284,2,Counter-Strike Condition Zero Deleted Scenes,0.6129629239221582
5759284,3,Day of Defeat,0.5281227160924225
5759284,4,Counter-Strike Source,0.4314710976391786
5759284,5,Half-Life,0.3904491867354475
5860071,1,Portal 2,1.9332003809530125
5860071,2,Portal,1.6991154018884904
5860071,3,Half-Life 2,1.695729422907168
5860071,4,Max Payne 3,1.685211001845665
5860071,5,Left 4 Dead 2,1.6746269753138532
5949488,1,Half-Life 2 Episode Two,1.2025349458959727
5949488,2,Half-Life 2 Episode One,1.1902438047745427
5949488,3,Portal 2,0.9957005916293823
5949488,4,Half-Life 2 Lost Coast,0.9906414851171175
5949488,5,Alien Swarm,0.7704806069704504
5976642,1,Unturned,0.7610027080581844
5976642,2,Left 4 Dead 2,0.7608978916840404
5976642,3,Garry's Mod,0.7583489975552192
5976642,4,Portal 2,0.668528482841984
5976642,5,Warframe,0.6283322544492209
5990132,1,Endless Legend,4.213945166961526
5990132,2,Game Dev Tycoon,3.9124733366778677
5990132,3,FTL Faster Than Light,3.7198400548557173
5990132,4,Galactic Civilizations III,3.5820757156316643
5990132,5,Infested Planet,3.4025860929336567
6144819,1,Portal 2,3.1521921541686972
6144819,2,Left 4 Dead 2,2.9421323671659456
6144819,3,BioShock Infinite,2.8767947817047905
6144819,4,Just Cause 2,2.8247294614209317
6144819,5,Saints Row The Third,2.8190066756197742
6252885,1,Counter-Strike Condition Zero Deleted Scenes,1.302260673660335
6252885,2,Company of Heroes (New Steam Version),1.0041785337733158
6252885,3,Natural Selection 2,0.9485076450331668
6252885,4,"Warhammer 40,000 Dawn of War II  Retribution",0.9382766540270938
6252885,5,Planetary Annihilation,0.8848807199113797
6439568,1,Portal 2,1.4333407415678119
6439568,2,Left 4 Dead 2,1.4079608151895988
6439568,3,Garry's Mod,1.3510861101486507
6439568,4,Half-Life 2,1.2971601139258957
6439568,5,Portal,1.2959211044541634
6656519,1,Counter-Strike Condition Zero,0.34309367497031784
6656519,2,Counter-Strike Condition Zero Deleted Scenes,0.2433346266024
6656519,3,Day of Defeat,0.2096546771512641
6656519,4,Counter-Strike Source,0.1712858222516088
6656519,5,Half-Life,0.15500090356777665
6717871,1,BioShock Infinite,11.618197913914939
6717871,2,Just Cause 2,11.10586111457764
6717871,3,Saints Row The Third,10.850024622676033
6717871,4,Magicka,10.812111037038237
6717871,5,Mirror's Edge,10.474232391685094
6820462,1,Half-Life,0.5504013185177639
6820462,2,Team Fortress Classic,0.3687211807539363
6820462,3,Half-Life 2 Episode Two,0.3343647730453963
6820462,4,Half-Life 2 Episode One,0.30482151395936025
6820462,5,Half-Life 2,0.2727867916908528
6928806,1,Portal 2,6.573313753475144
6928806,2,Just Cause 2,6.264864522651687
6928806,3,BioShock,6.208630971508296
6928806,4,Dishonored,6.181274709368965
6928806,5,Metro 2033,6.004707473618419
6979578,1,Counter-Strike,1.0650491161952371
6979578,2,Deathmatch Classic,0.7452653860654016
6979578,3,Day of Defeat,0.7343830388264643
6979578,4,Ricochet,0.40491325190933614
6979578,5,Zombie Panic Source,0.30204353562435654
7015471,1,BioShock,3.4409197753472043
7015471,2,Metro 2033,3.426449860369534
7015471,3,The Stanley Parable,3.275442514434527
7015471,4,BioShock Infinite,3.2371371775203883
7015471,5,Mirror's Edge,3.1775165217519277
7020135,1,Counter-Strike Condition Zero Deleted Scenes,2.118198233983122
7020135,2,Day of Defeat,1.4680685400105982
7020135,3,Deathmatch Classic,1.1054331266847166
7020135,4,Counter-Strike Source,0.8807729055760203
7020135,5,Half-Life,0.8009358921657981
7094039,1,Day of Defeat,0.28036846367878904
7094039,2,Deathmatch Classic,0.2615395436013468
7094039,3,Ricochet,0.15598959469424825
7094039,4,Counter-Strike Source,0.14546185248570404
7094039,5,Half-Life,0.14088211673996673
7163917,1,Half-Life 2 Episode One,4.041887588510923
7163917,2,Portal 2,3.726536948874257
7163917,3,Alien Swarm,2.7324088739325845
7163917,4,Left 4 Dead,2.6647399523031177
7163917,5,Metro 2033,2.634040171957528
7203603,1,Left 4 Dead 2,2.742653548720164
7203603,2,Garry's Mod,2.6001233684672367
7203603,3,Portal 2,2.5598051522508856
7203603,4,Insurgency,2.4929516959385265
7203603,5,Dirty Bomb,2.4086305045925736
7249363,1,Team Fortress Classic,1.8431983175914644
7249363,2,Half-Life 2,1.6886481006563767
7249363,3,Portal,1.668151878492517
7249363,4,Half-Life 2 Episode Two,1.6365190201122286
7249363,5,Counter-Strike Condition Zero,1.570463033230646
7418489,1,Half-Life 2 Lost Coast,0.6595756782454278
7418489,2,Day of Defeat Source,0.62805841635871
7418489,3,Deathmatch Classic,0.5735145428780508
7418489,4,Counter-Strike,0.5300387227815339
7418489,5,Counter-Strike Condition Zero,0.5020351437853332
7431946,1,Magicka,8.30962502377166
7431946,2,FTL Faster Than Light,8.013658236766936
7431946,3,Portal,7.733990874527451
7431946,4,Left 4 Dead 2,7.307960964763184
7431946,5,Borderlands 2,7.0677763209024285
7440594,1,BioShock Infinite,12.11879030102457
7440594,2,Dishonored,11.816739584535297
7440594,3,Portal 2,11.734749038897606
7440594,4,Just Cause 2,11.439813809052865
7440594,5,Saints Row The Third,10.818434246293135
7519923,1,Counter-Strike Condition Zero,1.2867273210791692
7519923,2,Counter-Strike Condition Zero Deleted Scenes,0.9125942419107372
7519923,3,Day of Defeat,0.7862820586998658
7519923,4,Counter-Strike Source,0.6423847575264181
7519923,5,Half-Life,0.5813103299845748
7527129,1,Counter-Strike Condition Zero,0.26640602948885916
7527129,2,Counter-Strike Condition Zero Deleted Scenes,0.18894493381700436
7527129,3,Day of Defeat,0.16279306258988585
7527129,4,Counter-Strike Source,0.13300034113929185
7527129,5,Half-Life,0.12035539649703346
7585698,1,Counter-Strike Condition Zero,0.14558958423472665
7585698,2,Counter-Strike Condition Zero Deleted Scenes,0.10325747660612157
7585698,3,Day of Defeat,0.08896560766373521
7585698,4,Counter-Strike Source,0.07268403198943389
7585698,5,Half-Life,0.06577363196331693
7907686,1,Portal 2,14.958811689450723
7907686,2,Just Cause 2,14.714429403576865
7907686,3,FTL Faster Than Light,14.560551913720136
7907686,4,The Walking Dead,14.013505848432416
7907686,5,BioShock Infinite,13.843737141061927
7923954,1,Counter-Strike Condition Zero,0.09420663681788885
7923954,2,Counter-Strike Condition Zero Deleted Scenes,0.06681480442777647
7923954,3,Day of Defeat,0.05756696630816522
7923954,4,Counter-Strike Source,0.04703164886472121
7923954,5,Half-Life,0.042560137053291425
7955670,1,Counter-Strike Condition Zero Deleted Scenes,1.5129087133078865
7955670,2,Counter-Strike,1.4260622757445116
7955670,3,Blur,1.2157382317725174
7955670,4,Portal 2,1.0644398552985295
7955670,5,Unreal Gold,1.0590523132522978
8013465,1,Counter-Strike Condition Zero,0.5706436586952638
8013465,2,Counter-Strike Condition Zero Deleted Scenes,0.40472142665892163
8013465,3,Day of Defeat,0.34870392770289904
8013465,4,Counter-Strike Source,0.2848877010068482
8013465,5,Half-Life,0.25780213733360124
8100868,1,Counter-Strike Condition Zero,0.8674775597114194
8100868,2,Counter-Strike Condition Zero Deleted Scenes,0.6152469237347533
8100868,3,Day of Defeat,0.5300905874554472
8100868,4,Counter-Strike Source,0.43307882931052066
8100868,5,Half-Life,0.3919040640771722
8259307,1,Portal 2,5.828955289580969
8259307,2,Magicka,5.826153223871382
8259307,3,BioShock Infinite,5.79777103954235
8259307,4,Dishonored,5.765968786287722
8259307,5,FTL Faster Than Light,5.572581257200657
8277694,1,Counter-Strike Condition Zero Deleted Scenes,0.34898308899407027
8277694,2,Counter-Strike,0.29907109265018134
8277694,3,Day of Defeat,0.20256361381522855
8277694,4,Deathmatch Classic,0.1878748247605711
8277694,5,Ricochet,0.10307452800015958
8311704,1,Half-Life 2 Episode One,2.806803530672181
8311704,2,Half-Life 2,2.5355515729630205
8311704,3,Portal 2,2.0008506385588114
8311704,4,Half-Life 2 Lost Coast,1.9739915773614194
8311704,5,Metro 2033,1.6458757030915832
8334557,1,Darkest Hour Europe '44-'45,0.08951810698816677
8334557,2,Mare Nostrum,0.052091881131995345
8334557,3,Verdun,0.035922380359100545
8334557,4,Little Racers STREET,0.030817969553529678
8334557,5,DOOM 3 Resurrection of Evil,0.030817969553529678
8542204,1,Just Cause 2,6.852766814566062
8542204,2,Saints Row The Third,6.81572928335607
8542204,3,Dishonored,6.73502179088934
8542204,4,BioShock Infinite,6.709799765681902
8542204,5,Magicka,6.5242741950767
8567888,1,Day of Defeat Source,0.19239965441162615
8567888,2,Half-Life 2,0.18363562906921518
8567888,3,Portal 2,0.1789532626209732
8567888,4,Portal,0.17343312012712203
8567888,5,Killing Floor,0.1613370171452578
